o_apple_key,o_opendb_key,o_flag,apple_id,apple_Artist,apple_Track,apple_Album,apple_Track_Explicitness,apple_Album_Year,apple_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
A4250,B5503,False,A4250,Sia,Breathe Me,Colour the Small One (Bonus Track Version),notExplicit,2004,274933,B5503,Jaywall,Breathe In,Breathe In,Explicit,2020,209000
A7774,B5530,False,A7774,"Bethel Music, Brian Johnson & Lindsey Strand",Colors (Spontaneous),Have It All (Live),notExplicit,2016,273290,B5530,WorshipMob,Closer (Spontaneous),Venture 1: Climb This Mountain,notExplicit,2016,564000
A1397,B5534,False,A1397,Fleetwood Mac,Say You Love Me,Greatest Hits,notExplicit,1975,249947,B5534,Paul Revere & The Raiders,Do You Love Me,Here They Come!,notExplicit,1965,232000
A8750,B5676,False,A8750,Jim Cummings,In the Dark of the Night,Anastasia (Music from the Motion Picture),notExplicit,1997,201089,B5676,The Doo Wop Project,In the Still of the Night,Old School New Generation,notExplicit,2022,271000
A1397,B5721,False,A1397,Fleetwood Mac,Say You Love Me,Greatest Hits,notExplicit,1975,249947,B5721,Brenda Lee,If You Love Me,"The Legendary Brenda Lee, Vol. 1",notExplicit,2024,159000
A1397,B5960,False,A1397,Fleetwood Mac,Say You Love Me,Greatest Hits,notExplicit,1975,249947,B5960,The Rocking Ghosts,Do You Love Me,Do You Love Me ?,notExplicit,2017,201000
A1697,B1364,True,A1697,Pentatonix,Let It Go,That's Christmas To Me,notExplicit,2014,206353,B1364,Curtis Haywood,Let It Go,Summer Breeze,notExplicit,2018,219000
A473,B1376,True,A473,Fleetwood Mac,Dreams,Greatest Hits,notExplicit,1987,254453,B1376,Nadama,Dreams,Simply Beautiful,notExplicit,2012,478000
A1697,B1381,True,A1697,Pentatonix,Let It Go,That's Christmas To Me,notExplicit,2014,206353,B1381,Vallejo,Let It Go,Thicker Than Water,notExplicit,2008,195000
A550,B1389,True,A550,Kenny Chesney,Summertime,The Road and the Radio,notExplicit,2005,206587,B1389,Felipe Baldomir,Summertime,Tides,notExplicit,2024,180000
A8305,B1423,True,A8305,The National,Demons,Trouble Will Find Me,explicit,2013,211547,B1423,Guitar Dreamers,Demons,Indie Acoustic,notExplicit,2015,160000
A388,B1429,True,A388,Prince & The Revolution,Purple Rain,Purple Rain,notExplicit,1984,520787,B1429,Duquesa,Purple Rain,"Taurus, Vol. 2",Explicit,2024,171000
A7664,B1430,True,A7664,Bow Wow Wow,I Want Candy,The Best of Bow Wow Wow,notExplicit,1982,164533,B1430,The Hit Crew,I Want Candy,Drew's Famous - Kids Pop Halloween Hits,notExplicit,2005,196000
A473,B1442,True,A473,Fleetwood Mac,Dreams,Greatest Hits,notExplicit,1987,254453,B1442,D33pSoul,Dreams,Dreams,notExplicit,2019,224000
A954,B1575,False,A954,Chicago,If You Leave Me Now,The Very Best of Chicago: Only the Beginning,notExplicit,1976,235373,B1575,Gentle Bones,If You Leave Me Alone,Bones & The Boy,notExplicit,2022,152000
A1338,B2630,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B2630,Ace Marino,Summer (Instrumental),Summer,notExplicit,2019,187000
A1661,B6044,False,A1661,Cheap Trick,I Want You to Want Me,Authorized Greatest Hits,notExplicit,1978,224093,B6044,Audiowhores,I Want You to Dance,Toolroom Selector Series: 26 Audiowhores,notExplicit,2015,359000
A9753,B9183,False,A9753,ABBA,Take a Chance On Me,ABBA Gold: Greatest Hits,notExplicit,1977,244954,B9183,Sascha Funke,Take a Chance with Me,Mango,notExplicit,2008,374000
A1873,B10423,False,A1873,Carrie Underwood,Do You Think About Me,Blown Away,notExplicit,2012,218267,B10423,Sam Ock,Do You Think of Me,Do You Think of Me,notExplicit,2015,232000
A1338,B13528,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B13528,Geezytwoeleven,Summer (Instrumental),LoFi Loves Boombap,notExplicit,2020,192000
A3984,B14079,False,A3984,Grey's Anatomy Cast,How to Save a Life,Grey's Anatomy: The Music Event,notExplicit,2011,226800,B14079,Viola,How to Save Your Life,Don't Be Shy…,notExplicit,2006,298000
A6836,B23673,False,A6836,Paul Simon,Father and Daughter,The Essential Paul Simon,notExplicit,2002,250609,B23673,David Liebman,Mothers and Daughters,In the Same Breath,notExplicit,2013,448000
A1967,B24064,True,A1967,Willie Nelson,On the Road Again,16 Biggest Hits,notExplicit,1980,152267,B24064,The BluesBones,I'm On the Road Again,Saved By the Blues,notExplicit,2015,265000
A1338,B31681,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B31681,Boyo Levity,Fallen (Instrumental),Fallen,notExplicit,2020,231000
A4339,B33059,False,A4339,Willie Nelson,Always on My Mind,Always On My Mind,notExplicit,1982,213359,B33059,Tiki Taane,Always on My Dub Mind,"Past, Present, Future",notExplicit,2007,288000
A1384,B34281,False,A1384,Michael Bublé,It's a Beautiful Day,To Be Loved,notExplicit,2013,199258,B34281,Don McLean,It's a Beautiful Life,Chain Lightning,notExplicit,1978,134000
A1338,B36324,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B36324,Alessandro Caira,Secret (Instrumental),Secret (Instrumental),notExplicit,2023,184000
A1338,B41699,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B41699,Louane,Secret (Instrumental),Secrets,notExplicit,2023,190000
A7969,B54945,False,A7969,Famous to Most,Whip (Bonus Track),Furious 7 (Original Motion Picture Soundtrack),explicit,2015,220987,B54945,Sheek Louch,What Up (Bonus Track),Life on D-Block (Special Edition),Explicit,2022,264000
A5851,B57469,False,A5851,Jason Mraz,Living In the Moment,Love Is a Four Letter Word (Deluxe Version),notExplicit,2012,235080,B57469,Sybil,Living For The Moment,Walk On By,notExplicit,1989,249000
A176,B59282,True,A176,P!nk,Please Don't Leave Me,Funhouse (Deluxe Version),notExplicit,2008,231560,B59282,Marcus Hemphill,Please Don't Call Me,The Pair Extraordinaire Live!,notExplicit,2012,194000
A9077,B59985,True,A9077,Gnarls Barkley,Crazy (Instrumental),St. Elsewhere,notExplicit,2006,180160,B59985,MIKE SUMMERS,Change (Instrumental),SQUARE.WAVs: The XV Instrumental Collection,notExplicit,2022,259000
A9077,B60278,True,A9077,Gnarls Barkley,Crazy (Instrumental),St. Elsewhere,notExplicit,2006,180160,B60278,Every Little Thing,Change (Instrumental),Change,notExplicit,1998,288000
A5851,B61867,True,A5851,Jason Mraz,Living In the Moment,Love Is a Four Letter Word (Deluxe Version),notExplicit,2012,235080,B61867,Yola Recoba,Living For The Moment,Living For The Moment,notExplicit,2022,207000
A1338,B63486,True,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B63486,Mc Norman,Slowly (Instrumental),Twelve,notExplicit,2023,238000
A176,B64566,True,A176,P!nk,Please Don't Leave Me,Funhouse (Deluxe Version),notExplicit,2008,231560,B64566,Red Elvises,Please Don't Tell Me,Grooving To The Moscow Beat,notExplicit,1996,143000
A1338,B68548,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B68548,EQ PLAYGROUND,Velvet (Instrumental),Sad Beats (Instrumental),notExplicit,2018,298000
A5662,B78713,False,A5662,Kenny Chesney,That's Why I'm Here,Greatest Hits,notExplicit,1997,243440,B78713,Tommy Alverson,That's Why We're Here,Texas One More Time,notExplicit,2012,262000
A2656,B86067,False,A2656,Dusty Springfield,Son of a Preacher Man,Dusty In Memphis (Deluxe Edition),notExplicit,1968,149160,B86067,Jess Greenberg,Son of a Preacher,Highway to hell,notExplicit,2018,118000
A9077,B92476,False,A9077,Gnarls Barkley,Crazy (Instrumental),St. Elsewhere,notExplicit,2006,180160,B92476,Edgar Meyer,Travis (Instrumental),Uncommon Ritual,notExplicit,1997,178000
A6200,B2308,False,A6200,Trans-Siberian Orchestra,First Snow (Instrumental),Christmas Eve and Other Stories,notExplicit,1996,232667,B2308,Roland Kaiser,Let It Snow (Instrumental),Weihnachtszeit (Deluxe Edition),notExplicit,2021,150000
A176,B55287,False,A176,P!nk,Please Don't Leave Me,Funhouse (Deluxe Version),notExplicit,2008,231560,B55287,The Babys,Please Don't Leave Me Here,Silver Dreams: The Complete Albums 1975-1980,notExplicit,2020,308000
A931,B29286,False,A931,Michael Jackson,I Just Can't Stop Loving You,The Essential Michael Jackson,notExplicit,1987,252804,B29286,Roy Drusky,I Just Can't Help My Loving You,Greatest Hits (1955-1960),notExplicit,2012,165000
A92,B55016,True,A92,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe Edition),notExplicit,2015,225635,B55016,Evie Clair,Like I'm Gonna Lose You (feat. Josh Mortensen),Valentine,notExplicit,2019,258000
A3554,B81739,True,A3554,John Legend,All of Me (Tiësto's Birthday Treatment Remix),All of Me (Tiësto's Birthday Treatment Remix) [Radio Edit] - Single,notExplicit,2014,251613,B81739,Running Trax,All of Me (128 BPM) (Birthday Treatment Remix),Jogging Trax (120-130 BPM),notExplicit,2015,254000
A3554,B82802,True,A3554,John Legend,All of Me (Tiësto's Birthday Treatment Remix),All of Me (Tiësto's Birthday Treatment Remix) [Radio Edit] - Single,notExplicit,2014,251613,B82802,Ibiza Fitness Music Workout,All of Me (128 BPM) (Birthday Treatment Remix),Gym Workout Playlist,notExplicit,2015,254000
A2342,B79401,True,A2342,Armin van Buuren,This Is What It Feels Like (feat. Trevor Guthrie),Intense (Bonus Track Version),notExplicit,2013,203307,B79401,Revealed Recordings,This Is What It Feels Like (W&W Remix) (feat. Trevor Guthrie),Hardwell Presents Revealed Vol. 4 (Mixed Version),notExplicit,2013,295000
A2123,B1741,True,A2123,Blake Shelton,Do You Remember,Based On a True Story... (Deluxe Version),notExplicit,2013,209240,B1741,Xshadox,Do You Remember,P.T.S.D Post Traumatic Street Disorder,Explicit,2021,216000
A8380,B8284,True,A8380,Led Zeppelin,What Is and What Should Never Be,Led Zeppelin II (Remastered),notExplicit,1969,286231,B8284,Led Zeppelin,What Is and What Should Never Be (Remaster),Led Zeppelin II (Deluxe Edition),notExplicit,1969,287000
A5645,B20095,False,A5645,Glee Cast,Empire State of Mind (Glee Cast Version),"Glee: The Music, Vol. 4",notExplicit,2010,277347,B20095,Mardi Gras,Empire State of Mind (Vocal Melody Version),The Ultimate Mardi Gras House Party Mix,notExplicit,2013,329000
A5645,B22710,False,A5645,Glee Cast,Empire State of Mind (Glee Cast Version),"Glee: The Music, Vol. 4",notExplicit,2010,277347,B22710,Big Beat Makers,Empire State of Mind (Instrumental Version),Ultimate Instrumental Hits of Today,notExplicit,2010,279000
A2582,B31909,False,A2582,Diddy,Tell Me (feat. Christina Aguilera),Press Play,explicit,2006,246147,B31909,T.I.,Castle Walls (feat. Christina Aguilera),No Mercy (Deluxe Version),Explicit,2010,330000
A8696,B44931,False,A8696,Trans-Siberian Orchestra,Siberian Sleigh Ride (Instrumental),The Lost Christmas Eve,notExplicit,2004,188467,B44931,Mighty Sparrow,Sleigh Ride (Instrumental),Christmas with Sparrow,notExplicit,2017,130000
A2848,B8636,False,A2848,Shinedown,Simple Man (Acoustic Version),Leave a Whisper (Deluxe Edition),notExplicit,2003,320110,B8636,Nina Nesbitt,Summer Fling (Acoustic Version),Summer Fling (Acoustic Version),notExplicit,2021,217000
A1753,B46142,False,A1753,Panic! At the Disco,"The Good, the Bad and the Dirty",Death of a Bachelor,notExplicit,2016,171515,B46142,John Morgan Orquesta,"The Good, The Bad, And The Ugly",El Cine Del Oeste,notExplicit,2006,181000
A3754,B56730,False,A3754,Eminem,"Not Alike (feat. Royce da 5'9"")",Kamikaze,explicit,2018,288080,B56730,Elzhi,"Motown 25 (feat. Royce Da 5'9"")",Europass,Explicit,2019,235000
A2848,B87166,False,A2848,Shinedown,Simple Man (Acoustic Version),Leave a Whisper (Deluxe Edition),notExplicit,2003,320110,B87166,Donald Phan,Spider Dance (Acoustic Version),Darkintegralgaming 4,notExplicit,2017,101000
A6983,B2259,False,A6983,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),Red (Taylor's Version),notExplicit,2021,193147,B2259,Aaron Tveit,We Are Never Ever Getting Back Together (Live),The Radio in My Head: Live at 54 Below,notExplicit,2013,291000
A3960,B1618,False,A3960,Colin Hay,Overkill (Acoustic Version),Man @ Work,notExplicit,2003,225853,B1618,Christophe Willem,Zombie (Acoustic Version),Inventaire tout en Acoustic,notExplicit,2007,193000
A5980,B9906,False,A5980,Wynonna,No One Else On Earth,Wynonna,notExplicit,1992,238800,B9906,Wynonna Judd,No One Else On Earth (Live),I Saw The Light (Live),notExplicit,2024,285000
A9929,B22058,False,A9929,Backstreet Boys,I'll Never Break Your Heart,The Hits - Chapter One,notExplicit,1997,288893,B22058,Sami Moh,I Will Not Break Your Heart,Dance,notExplicit,2023,185000
A2888,B25409,False,A2888,AC/DC,Let Me Put My Love Into You,Back In Black,notExplicit,1980,256058,B25409,Susan Cadogan,Let Me Prove My Love To You,Two Sides Of Susan,notExplicit,2008,205000
A3960,B29429,False,A3960,Colin Hay,Overkill (Acoustic Version),Man @ Work,notExplicit,2003,225853,B29429,Jack Parow,I Miss (Acoustic Version),Nag Van Die Lang Pette (Double Album),Explicit,2013,143000
A8276,B29923,False,A8276,Genesis,Follow You Follow Me,Turn It On Again: The Hits (The Tour Edition),notExplicit,1978,239333,B29923,Daryl Stuermer,Follow You Follow Me (4:28),The Nylon String Sampler,notExplicit,2005,271000
A495,B46625,False,A495,DRAM,Broccoli (feat. Lil Yachty),Broccoli (feat. Lil Yachty) - Single,explicit,2016,225205,B46625,Zack Bia,Flowers (feat. Lil Yachty),Learn To Fly,notExplicit,2023,195000
A3960,B51335,False,A3960,Colin Hay,Overkill (Acoustic Version),Man @ Work,notExplicit,2003,225853,B51335,Sugarcult,Memory (Acoustic Version),Bouncing Off The Walls,notExplicit,2019,224000
A4725,B51408,False,A4725,Lupe Fiasco,Solar Midnite (Bonus Track),The Twilight Saga: New Moon (Deluxe Version) [Original Motion Picture Soundtrack],notExplicit,2009,212424,B51408,The Steepwater Band,Silver Lining (Bonus Track),Shake Your Faith (Deluxe),notExplicit,2016,246000
A4369,B54197,False,A4369,The Notorious B.I.G.,Warning (2005 Remaster),Ready to Die (The Remaster),explicit,1994,220440,B54197,Regina Spektor,Sailor Song (2005 Remaster),Mary Ann Meets the Gravediggers and Other Short Stories by Regina Spektor,notExplicit,2006,195000
A176,B62271,False,A176,P!nk,Please Don't Leave Me,Funhouse (Deluxe Version),notExplicit,2008,231560,B62271,Holly Humberstone,Please Don't Leave Just Yet,Please Don't Leave Just Yet,Explicit,2021,230000
A6279,B62336,False,A6279,DHT,Listen to Your Heart,"Best of i-Hits (Dance), Vol. 1",notExplicit,2004,230360,B62336,Frank McComb,Listen to Your Heart (Live),20 Years of Love Stories,notExplicit,2020,325000
A3960,B82138,False,A3960,Colin Hay,Overkill (Acoustic Version),Man @ Work,notExplicit,2003,225853,B82138,The Chainsmokers,Jungle (Acoustic Version),Jungle (Remixes),notExplicit,2024,175000
A3960,B92276,False,A3960,Colin Hay,Overkill (Acoustic Version),Man @ Work,notExplicit,2003,225853,B92276,PaulWetz,Misfits (Acoustic Version),Misfits,Explicit,2021,185000
A2723,B7617,False,A2723,Sam Smith & Normani,Dancing With A Stranger,Dancing With A Stranger - Single,notExplicit,2019,171030,B7617,Flemlo Raps,Ridin' With a Stranger,Influence,Explicit,2019,205000
A257,B8537,False,A257,Journey,Lights (2024 Remaster),Greatest Hits (2024 Remaster),notExplicit,1978,190953,B8537,Iron Maiden,Killers (2021 Remaster),Maiden Japan (2021 Remaster),notExplicit,2021,293000
A8432,B12036,False,A8432,Kelly Clarkson,I Don't Think About You,Meaning of Life,notExplicit,2017,224216,B12036,Silk,When I Think About You,Freak Me,notExplicit,2019,238000
A1338,B14210,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B14210,Json,Stronger (Instrumental),No Filter (Instrumentals),notExplicit,2015,231000
A8432,B14559,False,A8432,Kelly Clarkson,I Don't Think About You,Meaning of Life,notExplicit,2017,224216,B14559,CTMF,When I Think About You,SQ 1,notExplicit,2016,257000
A1338,B15098,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B15098,Hitman,Stronger (Instrumental),Stronger,notExplicit,2022,208000
A7108,B20292,False,A7108,Cody Simpson,iYiYi (Feat. Flo Rida),4 U - Ep,notExplicit,2010,235800,B20292,The Saturdays,Higher (feat. Flo Rida),Headlines,notExplicit,2010,199000
A940,B26933,False,A940,Tim McGraw,Just to See You Smile,Greatest Hits,notExplicit,1997,215160,B26933,Randy Newman,I Love to See You Smile,"The Randy Newman Songbook, Vol. 3",notExplicit,2016,146000
A940,B27297,False,A940,Tim McGraw,Just to See You Smile,Greatest Hits,notExplicit,1997,215160,B27297,The Love Allstars,I Love to See You Smile,Great Love Songs,notExplicit,2015,229000
A8249,B28484,False,A8249,Selena Gomez,Lose You To Love Me,Lose You To Love Me - Single,notExplicit,2019,206459,B28484,Anthony Quinn,"I Love You, You Love Me",In My Own Way.. I Love You,notExplicit,2011,152000
A8249,B32580,False,A8249,Selena Gomez,Lose You To Love Me,Lose You To Love Me - Single,notExplicit,2019,206459,B32580,The Temprees,"I Love You, You Love Me",Dedicated To The One I Love,notExplicit,1994,242000
A257,B35191,False,A257,Journey,Lights (2024 Remaster),Greatest Hits (2024 Remaster),notExplicit,1978,190953,B35191,Prince,Visions (2020 Remaster),Sign O' The Times (Super Deluxe),notExplicit,2020,139000
A1338,B39998,False,A1338,Kimya Dawson,Sleep (Instrumental),Juno (Music from the Motion Picture),notExplicit,2007,52720,B39998,Michel Oliveira,Doublemi (Instrumental),Time To Rest,notExplicit,2019,236000
A669,B46057,False,A669,Billy Joel,Only the Good Die Young,The Essential Billy Joel,notExplicit,1977,235562,B46057,Betrayal,The Good Die Young,Abandonment,Explicit,2011,211000
A669,B47328,False,A669,Billy Joel,Only the Good Die Young,The Essential Billy Joel,notExplicit,1977,235562,B47328,Bonfire,The Good Die Young,The Räuber,notExplicit,2008,258000
A9753,B51262,False,A9753,ABBA,Take a Chance On Me,ABBA Gold: Greatest Hits,notExplicit,1977,244954,B51262,Derek Paravicini,Taking a Chance On Love,Elation,notExplicit,2017,114000
A9753,B51725,False,A9753,ABBA,Take a Chance On Me,ABBA Gold: Greatest Hits,notExplicit,1977,244954,B51725,Tony Bennett,Taking a Chance On Love,I Left My Heart in San Francisco (Original Album),notExplicit,2012,114000
A9753,B51747,False,A9753,ABBA,Take a Chance On Me,ABBA Gold: Greatest Hits,notExplicit,1977,244954,B51747,Chet Atkins,Taking a Chance On Love,Standard Brands,notExplicit,1981,279000
A9753,B60682,False,A9753,ABBA,Take a Chance On Me,ABBA Gold: Greatest Hits,notExplicit,1977,244954,B60682,Ethel Ennis,Taking a Chance On Love,The Very Best of 1955-1958,notExplicit,2012,165000
A9753,B63823,False,A9753,ABBA,Take a Chance On Me,ABBA Gold: Greatest Hits,notExplicit,1977,244954,B63823,Rita Reys And The Dutch Swing College Band,Taking a Chance On Love,"Rita Reys: The Cool Voice of Rita Reys, Vol. 1 & Vol. 2",notExplicit,2013,153000
A176,B65627,False,A176,P!nk,Please Don't Leave Me,Funhouse (Deluxe Version),notExplicit,2008,231560,B65627,EUT,Please Don't Look At Me,Please Don't Look At Me,notExplicit,2023,166000
A3441,B70376,False,A3441,The Notorious B.I.G.,Warning (2007 Remaster),Greatest Hits,explicit,1994,219227,B70376,Chicago,Chains (2009 Remaster),Now More Than Ever: The History of Chicago (Remaster),notExplicit,2016,205000
A3915,B77561,False,A3915,Carrie Underwood,The Girl You Think I Am,Storyteller,notExplicit,2015,218094,B77561,Hopsin,Who Do You Think I Am,Gazing at the Moonlight,Explicit,2009,232000
